qid,qtitle,qtags,mrscid,mrsname,assistid,timestamp,logdate
0000016AC4811CB7000001056375706F795F72656C656173655155455354,Day_030_HW 葉編碼相關問題,"['ml100-2', 'ml100-2-d30']",empty,空的,ai_tw,1562833821665,2019-07-11
0000016AC4811CB7000001056375706F795F72656C656173655155455354,Day_030_HW 葉編碼相關問題,"['ml100-2', 'ml100-2-d30']",empty,空的,ai_tw,1562839355779,2019-07-11
0000016BD9657DF3000000856375706F795F72656C656173655155455354,Day73 解答2 問題,"['ml100-2', 'gradient descent', 'ml100-2-d73']",empty,空的,ai_tw,1562782287885,2019-07-11
0000016BE1B35860000000B66375706F795F72656C656173655155455354,Day075的sigmoid微分?,"['ml100-2', 'ml100-2-d75']",empty,空的,ai_tw,1563027522090,2019-07-13
0000016BD97F27A9000000876375706F795F72656C656173655155455354,Day071 各 loss function 的區別,"[' keras', 'loss', 'binary_crossentropy', 'categorical_crossentropy', 'ml100-2-d71', 'ml100-2']",empty,空的,ai_tw,1563092039034,2019-07-14
0000016B2AEC6B09000000126375706F795F72656C656173655155455354,Convolution過後的層數問題,"['ml100', 'convolution']",empty,空的,ai_tw,1563193959419,2019-07-15
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",empty,空的,ai_tw,1563192919554,2019-07-15
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],empty,空的,ai_tw,1563192904224,2019-07-15
0000016BB1F024180000012A6375706F795F72656C656173655155455354,Day_067-Keras_Dataset_HW 中為什麼要對 label 做 One Hot Encoding,"['ml100-2', 'ml100-2-d67']",empty,空的,ai_tw,1563193487707,2019-07-15
0000016BB1F024180000012A6375706F795F72656C656173655155455354,Day_067-Keras_Dataset_HW 中為什麼要對 label 做 One Hot Encoding,"['ml100-2', 'ml100-2-d67']",empty,空的,ai_tw,1563193571936,2019-07-15
0000016BC7ACF48E000000356375706F795F72656C656173655155455354,期中考的經驗學習,['ml100-2'],empty,空的,ai_tw,1563193229605,2019-07-15
0000016BC7ACF48E000000356375706F795F72656C656173655155455354,期中考的經驗學習,['ml100-2'],empty,空的,ai_tw,1563193471266,2019-07-15
0000016BC7ACF48E000000356375706F795F72656C656173655155455354,期中考的經驗學習,['ml100-2'],empty,空的,ai_tw,1563193560577,2019-07-15
0000016BD20FF1930000005E6375706F795F72656C656173655155455354,影像辨識與影像處理,['ml100-2'],empty,空的,ai_tw,1563193217858,2019-07-15
0000016BE1B35860000000B66375706F795F72656C656173655155455354,Day075的sigmoid微分?,"['ml100-2', 'ml100-2-d75']",empty,空的,ai_tw,1563193017570,2019-07-15
0000016BEE587503000000FD6375706F795F72656C656173655155455354,Day070最後有個空間print()是什麼意思?,"['ml100-2-d70', 'ml100-2']",empty,空的,ai_tw,1563192826790,2019-07-15
0000016BEF7CB7F3000001066375706F795F72656C656173655155455354,DAY 72,"['ml100-2', 'ml100-2-d72']",empty,空的,ai_tw,1563192788183,2019-07-15
0000016BEFDD0733000001086375706F795F72656C656173655155455354,請問一下講義中的 GDBT,"['ml100-2', 'ml100-2-d29']",empty,空的,ai_tw,1563182359465,2019-07-15
0000016BF5245E110000011A6375706F795F72656C656173655155455354,Dense 程式碼問題,"['ml100-2', 'ml100-2-d70']",empty,空的,ai_tw,1563192676219,2019-07-15
0000016BF57212190000011C6375706F795F72656C656173655155455354,Day069的範例教材有誤,[],empty,空的,ai_tw,1563192652305,2019-07-15
0000016A552CC5D0000000CB6375706F795F72656C656173655155455354,Day1_HW問題,"['ml100-2', 'syntaxerror', '語法', 'ml100-2-d01']",empty,空的,ai_tw,1563165546359,2019-07-15
0000016BB1F024180000012A6375706F795F72656C656173655155455354,Day_067-Keras_Dataset_HW 中為什麼要對 label 做 One Hot Encoding,"['ml100-2', 'ml100-2-d67']",empty,空的,ai_tw,1563192889331,2019-07-15
0000016BF5245E110000011A6375706F795F72656C656173655155455354,Dense 程式碼問題,"['ml100-2', 'ml100-2-d70']",empty,空的,ai_tw,1563260698249,2019-07-16
0000016B9C7A8930000000C56375706F795F72656C656173655155455354,SVM呢??,[],empty,空的,ai_tw,1563345396725,2019-07-17
0000016BD20FF1930000005E6375706F795F72656C656173655155455354,影像辨識與影像處理,['ml100-2'],empty,空的,ai_tw,1563345387000,2019-07-17
0000016BFD664F30000001426375706F795F72656C656173655155455354,看不懂  =\ 這個是什麼意思,"['ml100-2', 'ml100-2-d56']",empty,空的,ai_tw,1563345374887,2019-07-17
0000016A552CC5D0000000CB6375706F795F72656C656173655155455354,Day1_HW問題,"['ml100-2', 'syntaxerror', '語法', 'ml100-2-d01']",empty,空的,ai_tw,1563345335187,2019-07-17
0000016BFF795D830000014A6375706F795F72656C656173655155455354,TF-IDFVectorizer的值為什麼介於0到1？為什麼能拿來用在餘弦相似度計算會加速？,"['python', 'scikit-learn', '推薦系統']",empty,空的,ai_tw,1563370849251,2019-07-17
0000016BFF795D830000014A6375706F795F72656C656173655155455354,TF-IDFVectorizer的值為什麼介於0到1？為什麼能拿來用在餘弦相似度計算會加速？,"['python', 'scikit-learn', '推薦系統']",empty,空的,ai_tw,1563382670688,2019-07-18
0000016BFF795D830000014A6375706F795F72656C656173655155455354,TF-IDFVectorizer的值為什麼介於0到1？為什麼能拿來用在餘弦相似度計算會加速？,"['python', 'scikit-learn', '推薦系統']",empty,空的,ai_tw,1563388605444,2019-07-18
0000016BD70BA4B20000007C6375706F795F72656C656173655155455354,D39 Lasso & Ridge Regression,"['ml100-2', 'ml100-2-d39']",empty,空的,ai_tw,1563688058247,2019-07-21
0000016C0DCFEFFE000001806375706F795F72656C656173655155455354,詢問Day073範例教材,"['ml100', 'ml100-d73']",empty,空的,ai_tw,1563688310296,2019-07-21
0000016C0A84F657000001746375706F795F72656C656173655155455354,Day 81 regulizer問題?,"['ml100-2-d81', 'ml100-2']",empty,空的,ai_tw,1563762218052,2019-07-22
0000016BCA17D6950000003D6375706F795F72656C656173655155455354,D69 HW Model summary參數值,"['ml100-2', 'ml100-2-d69']",empty,空的,ai_tw,1563861105933,2019-07-23
0000016BCA3537010000003E6375706F795F72656C656173655155455354,Day69 問題?,"['ml100-2', 'ml100-2-d69']",empty,空的,ai_tw,1563861237419,2019-07-23
0000016BE17B6FAA000000B06375706F795F72656C656173655155455354,day-69,"['ml100-2', 'ml100-2-d69']",empty,空的,ai_tw,1563861149831,2019-07-23
0000016C22BB9C1D000000286375706F795F72656C656173655155455354,Day061?,"['ml100-2-d61', 'ml100-2']",empty,空的,ai_tw,1563959674608,2019-07-24
0000016A552CC5D0000000CB6375706F795F72656C656173655155455354,Day1_HW問題,"['ml100-2', 'syntaxerror', '語法', 'ml100-2-d01']",empty,空的,ai_tw,1564083785523,2019-07-26
0000016A697E21D7000002E36375706F795F72656C656173655155455354,Day002 找不到路徑,"['ml100-2', '路徑', 'ml100-2-d02']",empty,空的,ai_tw,1564084887917,2019-07-26
0000016A7882A44A0000018E6375706F795F72656C656173655155455354,為什麼檔案打不開?,"['ml100-2', '壓縮檔', 'fqa', 'ml100-2-d02']",empty,空的,ai_tw,1564084841990,2019-07-26
0000016AE03CE24D000001FD6375706F795F72656C656173655155455354,UnicodeDecodeError問題,"['ml100-2', 'ml100-2-d02']",empty,空的,ai_tw,1564084824071,2019-07-26
0000016AE03CE24D000001FD6375706F795F72656C656173655155455354,UnicodeDecodeError問題,"['ml100-2', 'ml100-2-d02']",empty,空的,ai_tw,1564084858563,2019-07-26
0000016C2D239F290000004F6375706F795F72656C656173655155455354,如何解決GPU太小,[],empty,空的,ai_tw,1564176130715,2019-07-27
0000016C2D239F290000004F6375706F795F72656C656173655155455354,如何解決GPU太小,[],empty,空的,ai_tw,1564278678080,2019-07-28
0000016C1A45B7F4000000076375706F795F72656C656173655155455354,"Day66 Keras 安裝失敗, could not find 'nvcuda.dll'","['ml100-2', 'ml100-2-d66']",empty,空的,ai_tw,1564372100596,2019-07-29
0000016C27FA3F490000003F6375706F795F72656C656173655155455354,在構建輸出層的時候 Dense的units 為什麼是10 ，而不是256?,"['ml100-2', 'ml100-2-d70']",empty,空的,ai_tw,1564372081284,2019-07-29
0000016C2990B843000000446375706F795F72656C656173655155455354,Day_082課程教材詢問,['ml100'],empty,空的,ai_tw,1564371991998,2019-07-29
0000016C2990B843000000446375706F795F72656C656173655155455354,Day_082課程教材詢問,['ml100'],empty,空的,ai_tw,1564372003613,2019-07-29
0000016C2990B843000000446375706F795F72656C656173655155455354,Day_082課程教材詢問,['ml100'],empty,空的,ai_tw,1564372006660,2019-07-29
0000016C2990B843000000446375706F795F72656C656173655155455354,Day_082課程教材詢問,['ml100'],empty,空的,ai_tw,1564372016284,2019-07-29
0000016C2990B843000000446375706F795F72656C656173655155455354,Day_082課程教材詢問,['ml100'],empty,空的,ai_tw,1564372067481,2019-07-29
0000016C33B38D0D000000636375706F795F72656C656173655155455354,Day_086的作業,"['ml100-2-d86', 'ml100-2']",empty,空的,ai_tw,1564373992001,2019-07-29
0000016A552CC5D0000000CB6375706F795F72656C656173655155455354,Day1_HW問題,"['ml100-2', 'syntaxerror', '語法', 'ml100-2-d01']",empty,空的,ai_tw,1564405368885,2019-07-29
0000016C22DB2F650000002B6375706F795F72656C656173655155455354,Day82 的文件寫錯了吧？,[],empty,空的,ai_tw,1564372025810,2019-07-29
0000016C3B3FF97F0000006F6375706F795F72656C656173655155455354,解讀Code?,"['ml100-2', 'ml100-2-d88']",empty,空的,ai_tw,1564486342517,2019-07-30
0000016A4F57F637000000176375706F795F72656C656173655155455354,「每個問題都應該要可以被驗證」觀念釐清,"['ml100-2', '觀念', 'ml100-2-d01']",empty,空的,ai_tw,1564486450983,2019-07-30
0000016A552CC5D0000000CB6375706F795F72656C656173655155455354,Day1_HW問題,"['ml100-2', 'syntaxerror', '語法', 'ml100-2-d01']",empty,空的,ai_tw,1564486446846,2019-07-30
0000016AD5D4AE17000001B46375706F795F72656C656173655155455354,ipynb檔案無法拖移到data資料夾 & homework資料夾,['ml100-2-d01'],empty,空的,ai_tw,1564486255507,2019-07-30
0000016AD5D4AE17000001B46375706F795F72656C656173655155455354,ipynb檔案無法拖移到data資料夾 & homework資料夾,['ml100-2-d01'],empty,空的,ai_tw,1564501947227,2019-07-30
0000016B58C76730000001066375706F795F72656C656173655155455354,最低準確度 AUC 需⼤大於0.63?,"['ml100-2-d51', 'AUC']",empty,空的,ai_tw,1564466221599,2019-07-30
0000016B58C76730000001066375706F795F72656C656173655155455354,最低準確度 AUC 需⼤大於0.63?,"['ml100-2-d51', 'AUC']",empty,空的,ai_tw,1564478833326,2019-07-30
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",empty,空的,ai_tw,1564424219218,2019-07-30
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",empty,空的,ai_tw,1564451004792,2019-07-30
0000016BA2CA701C000000DC6375706F795F72656C656173655155455354,D42作業程式碼詢問,"['ml100-2', 'ml100-2-d42']",empty,空的,ai_tw,1564446092894,2019-07-30
0000016C1DCA0E8B000000136375706F795F72656C656173655155455354,D67 plot_images_labels_prediction 為什麼可以傳入中括號，代表什麼意思 ?,"['ml100-2', 'ml100-2-d67']",empty,空的,ai_tw,1564460275577,2019-07-30
0000016C2CB5AA750000004C6375706F795F72656C656173655155455354,D76投影片問題,"['ml100-2', 'ml100-2-d76']",empty,空的,ai_tw,1564627711508,2019-08-01
0000016C33AA6F56000000616375706F795F72656C656173655155455354,Day083 一直跑不出來,"['ml100-2-d83', 'ml100-2']",empty,空的,ai_tw,1564665058806,2019-08-01
0000016C33AA6F56000000616375706F795F72656C656173655155455354,Day083 一直跑不出來,"['ml100-2-d83', 'ml100-2']",empty,空的,ai_tw,1564665801633,2019-08-01
0000016C45DAEFA0000000106375706F795F72656C656173655155455354,Day72啟動函數-什麼是無效的神經元,"['ml100-2-d72', 'ml100-2']",empty,空的,ai_tw,1564589081733,2019-08-01
0000016C48AAC1DA0000001F6375706F795F72656C656173655155455354,完賽證明,[],empty,空的,ai_tw,1564665084568,2019-08-01
0000016C48AAC1DA0000001F6375706F795F72656C656173655155455354,完賽證明,[],empty,空的,ai_tw,1564671644218,2019-08-01
0000016AD5D4AE17000001B46375706F795F72656C656173655155455354,ipynb檔案無法拖移到data資料夾 & homework資料夾,['ml100-2-d01'],empty,空的,ai_tw,1564751836099,2019-08-02
0000016A9D3C9CE60000002D6375706F795F72656C656173655155455354,Day 7 範例,"['ml100-2', 'ml100-2-d07']",empty,空的,ai_tw,1564761761727,2019-08-03
0000016A9D3C9CE60000002D6375706F795F72656C656173655155455354,Day 7 範例,"['ml100-2', 'ml100-2-d07']",empty,空的,ai_tw,1564838902499,2019-08-03
0000016AC91E1333000001276375706F795F72656C656173655155455354,Day 18 的五種資料類型是指哪五種？,"['ml100-2', 'ml100-2-d18']",empty,空的,ai_tw,1565008868419,2019-08-05
0000016A552CC5D0000000CB6375706F795F72656C656173655155455354,Day1_HW問題,"['ml100-2', 'syntaxerror', '語法', 'ml100-2-d01']",empty,空的,ai_tw,1564985559289,2019-08-05
0000016A9D3C9CE60000002D6375706F795F72656C656173655155455354,Day 7 範例,"['ml100-2', 'ml100-2-d07']",empty,空的,ai_tw,1565016284038,2019-08-05
0000016AECFECD6B000002466375706F795F72656C656173655155455354,Day034的兩個問題,"['ml100-2', 'ml100-2-d34']",empty,空的,ai_tw,1565017726237,2019-08-05
0000016BF9B24464000001366375706F795F72656C656173655155455354,The kernel appears to have died.,"['ml100-2', 'ml100-2-d79']",empty,空的,ai_tw,1565080026818,2019-08-06
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",empty,空的,ai_tw,1565158878742,2019-08-07
0000016C437188400000000A6375706F795F72656C656173655155455354,Day093 Dense和Conv2D的差異是?,"['ml100-2', 'ml100-2-d68']",empty,空的,ai_tw,1565154838678,2019-08-07
0000016AD5D4AE17000001B46375706F795F72656C656173655155455354,ipynb檔案無法拖移到data資料夾 & homework資料夾,['ml100-2-d01'],empty,空的,ai_tw,1565269635170,2019-08-08
0000016C708B7243000000086375706F795F72656C656173655155455354,"我交完所有作業了, 但頁面說我只交了97個.",['ml100-2'],empty,空的,ai_tw,1565332085042,2019-08-09
0000016BD74D29D20000007D6375706F795F72656C656173655155455354,Day 71 跑出來的圖跟解答不一樣,"['ml100-2', 'ml100-2-d71']",empty,空的,ai_tw,1565452159946,2019-08-10
0000016BD97F27A9000000876375706F795F72656C656173655155455354,Day071 各 loss function 的區別,"[' keras', 'loss', 'binary_crossentropy', 'categorical_crossentropy', 'ml100-2-d71', 'ml100-2']",empty,空的,ai_tw,1565451888709,2019-08-10
0000016BD97F27A9000000876375706F795F72656C656173655155455354,Day071 各 loss function 的區別,"[' keras', 'loss', 'binary_crossentropy', 'categorical_crossentropy', 'ml100-2-d71', 'ml100-2']",empty,空的,ai_tw,1565452130103,2019-08-10
0000016C33AA6F56000000616375706F795F72656C656173655155455354,Day083 一直跑不出來,"['ml100-2-d83', 'ml100-2']",empty,空的,ai_tw,1565416973522,2019-08-10
0000016C43569D69000000096375706F795F72656C656173655155455354,Day71-正確的使用損失函數?,"['ml100-2-d71', 'ml100-2']",empty,空的,ai_tw,1565451750813,2019-08-10
0000016B89BAE540000000636375706F795F72656C656173655155455354,D60 example & HW 圖顯示不出,"['ml100-2', 'ml100-2-d60']",empty,空的,ai_tw,1565532043999,2019-08-11
0000016C3E6091EF0000007F6375706F795F72656C656173655155455354,投影片跟題目都看不懂在寫什麼....?,[],empty,空的,ai_tw,1565534494870,2019-08-11
0000016C4AF0ACDE000000246375706F795F72656C656173655155455354,非監督式學習降維目的,"['ml100-2', 'ml100-2-d54']",empty,空的,ai_tw,1565520742026,2019-08-11
0000016C7ED9E8FA000000356375706F795F72656C656173655155455354,Day57 linkage='ward'具體是怎麼運算?,"['ml100-2', 'ml100-2-d57']",empty,空的,ai_tw,1565530623858,2019-08-11
0000016C7F506EB20000003B6375706F795F72656C656173655155455354,Day58 範例,"['ml100-2', 'ml100-2-d58']",empty,空的,ai_tw,1565522578656,2019-08-11
0000016BCA17D6950000003D6375706F795F72656C656173655155455354,D69 HW Model summary參數值,"['ml100-2', 'ml100-2-d69']",empty,空的,ai_tw,1565614877780,2019-08-12
0000016BCA3537010000003E6375706F795F72656C656173655155455354,Day69 問題?,"['ml100-2', 'ml100-2-d69']",empty,空的,ai_tw,1565614858520,2019-08-12
0000016C845F0AE10000004E6375706F795F72656C656173655155455354,期末考 範例問題?,['ml100-2'],empty,空的,ai_tw,1565589343425,2019-08-12
0000016C1F3DFE600000001D6375706F795F72656C656173655155455354,Day083教材提到BatchNormalization可以取代dropout和regularizes的問題?,"['ml100-2', 'ml100-2-d83']",empty,空的,ai_tw,1565708129084,2019-08-13
0000016C3E6091EF0000007F6375706F795F72656C656173655155455354,投影片跟題目都看不懂在寫什麼....?,[],empty,空的,ai_tw,1565681418128,2019-08-13
0000016C4E174015000000356375706F795F72656C656173655155455354,Day 88 的 self.validation_data 的意義是什麼？,"['ml100-2-d88', 'ml100-2']",empty,空的,ai_tw,1565681440609,2019-08-13
0000016C648226B9000000646375706F795F72656C656173655155455354,"Day 99. 有關""資料增強""","['ml100-2', 'ml100-2-d99']",empty,空的,ai_tw,1565681320287,2019-08-13
0000016C6C37F3D50000000E6375706F795F72656C656173655155455354,使用augmentation後需要增加epochs嗎?,"['ml100-2', 'ml100-2-d100']",empty,空的,ai_tw,1565708095131,2019-08-13
0000016C7A5D02280000002D6375706F795F72656C656173655155455354,如何根據目標選擇機器學習模型？,['ml100-3'],empty,空的,ai_tw,1565681288433,2019-08-13
0000016C843519A30000004D6375706F795F72656C656173655155455354,期末考-label問題,['ml100-2'],empty,空的,ai_tw,1565666871528,2019-08-13
0000016C845F0AE10000004E6375706F795F72656C656173655155455354,期末考 範例問題?,['ml100-2'],empty,空的,ai_tw,1565668027538,2019-08-13
0000016B023F5561000002BE6375706F795F72656C656173655155455354,"Day038 想請問 MSE, Accuracy, cross_val_score 這幾種評估指標的差異","['ml100-2', 'ml100-2-d38']",empty,空的,ai_tw,1565749387630,2019-08-14
0000016BE964CD2D000000D66375706F795F72656C656173655155455354,D75 advanced 範例,"[' multiply', ' slope', ' update', 'ml100-2-d75', 'ml100-2']",empty,空的,ai_tw,1565755370397,2019-08-14
0000016C7A5D02280000002D6375706F795F72656C656173655155455354,如何根據目標選擇機器學習模型？,['ml100-3'],empty,空的,ai_tw,1565778365697,2019-08-14
0000016C8DB7EB1C000000766375706F795F72656C656173655155455354,Day026會提供解答嗎,"['ml100-2', 'ml100-2-d26']",empty,空的,ai_tw,1565773479419,2019-08-14
0000016C695AF93B0000007B6375706F795F72656C656173655155455354,D89,"['ml100-2', 'ml100-2-d89']",empty,空的,ai_tw,1565814072901,2019-08-15
0000016B99ADE35D000000C16375706F795F72656C656173655155455354,Day063 何謂影像特徵的平移不變性?,"['ml100-2', 'ml100-2-d63']",empty,空的,ai_tw,1565938351749,2019-08-16
0000016C98BC97EF000000116375706F795F72656C656173655155455354,"我想上載 ipynb file 去Jupyter notebook, 但有error?",[],empty,空的,ai_tw,1566171888620,2019-08-19
0000016C9E5C438B000000276375706F795F72656C656173655155455354,GitHub upload error,"['ml100-3', 'ml100-3-d02', 'github']",empty,空的,ai_tw,1566193687879,2019-08-19
0000016BC349A4E9000000176375706F795F72656C656173655155455354,D68 建立CNN model 跳出棄用之問題,"['ml100-2', 'ml100-2-d68']",empty,空的,ai_tw,1566269886363,2019-08-20
0000016BDB25A1090000008F6375706F795F72656C656173655155455354,keras 模型架構,"['ml100-2', 'ml100-2-d68']",empty,空的,ai_tw,1566269901643,2019-08-20
0000016BDB25A1090000008F6375706F795F72656C656173655155455354,keras 模型架構,"['ml100-2', 'ml100-2-d68']",empty,空的,ai_tw,1566296111714,2019-08-20
0000016C437188400000000A6375706F795F72656C656173655155455354,Day093 Dense和Conv2D的差異是?,"['ml100-2', 'ml100-2-d68']",empty,空的,ai_tw,1566267743119,2019-08-20
0000016C845F0AE10000004E6375706F795F72656C656173655155455354,期末考 範例問題?,['ml100-2'],empty,空的,ai_tw,1566388863048,2019-08-21
0000016CA8C1A5030000000A6375706F795F72656C656173655155455354,D93&D94教材詢問?,"['ml100-2', 'ml100-2-d93', 'ml100-2-d94']",empty,空的,ai_tw,1566388768605,2019-08-21
0000016CADFDA9C0000000246375706F795F72656C656173655155455354,D49 補缺值的方式?,"['ml100-2', 'ml100-2-d49']",empty,空的,ai_tw,1566388796442,2019-08-21
0000016CB345C1B90000003A6375706F795F72656C656173655155455354,DAY1:-作業範例MAE中實際值的算法,"['ml100-3', 'ml100-3-d01', 'mae', '作業']",empty,空的,ai_tw,1566388716753,2019-08-21
0000016CB345C1B90000003A6375706F795F72656C656173655155455354,DAY1:-作業範例MAE中實際值的算法,"['ml100-3', 'ml100-3-d01', 'mae', '作業']",empty,空的,ai_tw,1566388754183,2019-08-21
0000016AF96BEFCE000002966375706F795F72656C656173655155455354,day-38,"['ml100-2', 'ml100-2-d38']",empty,空的,ai_tw,1566482387688,2019-08-22
00000167DB6887CC0000006C6375706F795F72656C656173655155455354,"請問下列程式中,多創一個欄位的原因是?","['ml100', '資料註記', 'ml100-d10']",empty,空的,ai_tw,1566541514228,2019-08-23
00000167DB6887CC0000006C6375706F795F72656C656173655155455354,"請問下列程式中,多創一個欄位的原因是?","['ml100', '資料註記', 'ml100-d10']",empty,空的,ai_tw,1566541558722,2019-08-23
0000016960A6ABF00000002C6375706F795F72656C656173655155455354,下列程式的意思是什麼? 請求老師解說,"['ml100', 'annotationbbox,', 'ml100-d61']",empty,空的,ai_tw,1566542423018,2019-08-23
0000016B485E1F27000000B36375706F795F72656C656173655155455354,D21,"['ml100-2-d21', 'ml100-2']",empty,空的,ai_tw,1566541073493,2019-08-23
0000016C695AF93B0000007B6375706F795F72656C656173655155455354,D89,"['ml100-2', 'ml100-2-d89']",empty,空的,ai_tw,1566542504620,2019-08-23
0000016C6A10A45C0000007F6375706F795F72656C656173655155455354,關於cross validation score,['ml100-2'],empty,空的,ai_tw,1566542539225,2019-08-23
0000016C7A5D02280000002D6375706F795F72656C656173655155455354,如何根據目標選擇機器學習模型？,['ml100-3'],empty,空的,ai_tw,1566542593346,2019-08-23
0000016C94D2A8FA000000046375706F795F72656C656173655155455354,期中考、期末考 可提供範例解答嗎?,"['期中考', '期末考', 'kaggle']",empty,空的,ai_tw,1566542663566,2019-08-23
0000016C9E5C438B000000276375706F795F72656C656173655155455354,GitHub upload error,"['ml100-3', 'ml100-3-d02', 'github']",empty,空的,ai_tw,1566526418186,2019-08-23
0000016CB30A385E000000366375706F795F72656C656173655155455354,卷基層 全連接層?,[],empty,空的,ai_tw,1566542483041,2019-08-23
0000016CB345C1B90000003A6375706F795F72656C656173655155455354,DAY1:-作業範例MAE中實際值的算法,"['ml100-3', 'ml100-3-d01', 'mae', '作業']",empty,空的,ai_tw,1566541700681,2019-08-23
0000016CB66868020000004A6375706F795F72656C656173655155455354,MEA解釋,"['ml100-3', 'ml100-3-d01']",empty,空的,ai_tw,1566536365085,2019-08-23
0000016B459D88F9000000A16375706F795F72656C656173655155455354,acc跑出來是負的，預設超參數跑出來也有0.95，?,['day47'],empty,空的,ai_tw,1566806472808,2019-08-26
0000016C3E6091EF0000007F6375706F795F72656C656173655155455354,投影片跟題目都看不懂在寫什麼....?,[],empty,空的,ai_tw,1566792542471,2019-08-26
0000016CB66868020000004A6375706F795F72656C656173655155455354,MEA解釋,"['ml100-3', 'ml100-3-d01']",empty,空的,ai_tw,1566821154799,2019-08-26
0000016CCBD027390000002E6375706F795F72656C656173655155455354,請問指標的意義?,"['ml100-3-d01', 'ml100-3']",empty,空的,ai_tw,1566821097991,2019-08-26
0000016C9E5C438B000000276375706F795F72656C656173655155455354,GitHub upload error,"['ml100-3', 'ml100-3-d02', 'github']",empty,空的,ai_tw,1566847930071,2019-08-27
0000016CCD38E6D5000000406375706F795F72656C656173655155455354,怎麼選擇評估指標?,"['ml100-3', 'ml100-3-d01']",empty,空的,ai_tw,1566867206530,2019-08-27
0000016CCE6152A1000000526375706F795F72656C656173655155455354,D22_label/one hot encoding,"['ml100-2', 'ml100-2-d22']",empty,空的,ai_tw,1566867260738,2019-08-27
0000016CCE694544000000536375706F795F72656C656173655155455354,離散資料怎麼排除,"['ml100-3', 'ml100-3-d01']",empty,空的,ai_tw,1566846754002,2019-08-27
0000016C7A7294830000002E6375706F795F72656C656173655155455354,"ML100-2-D66 : 沒有 GPU, 安裝完成後,  出現動態連結程式庫 (DLL) 初始化例行程序失敗.","['ml100-2', 'ml100-2-d66']",empty,空的,ai_tw,1566941338966,2019-08-28
0000016CD38991DB000000116375706F795F72656C656173655155455354,Day 1 範例解答?,"['ml100-3-d01', 'ml100-3']",empty,空的,ai_tw,1566987150667,2019-08-28
