qid,qtitle,qtags,assistid,pvnum,visitduration,logdate
0000016B83B6D06F000000426375706F795F72656C656173655155455354,Day37,"['ml100-2', 'ml100-2-d37']",ai_tw,1,3,2019-06-23
0000016A28B3F430000001976375706F795F72656C656173655155455354,GitHub無法顯示.ipynb內容,"['ml100-2', 'faq', 'github', 'ipynb']",ai_tw,1,495,2019-06-24
0000016A439CAC9D000005056375706F795F72656C656173655155455354,D006_數值種類,"['ml100-2', 'dtype_select', 'ml100-2-d06']",ai_tw,1,5,2019-06-24
0000016A47D28E76000005E16375706F795F72656C656173655155455354,Day_006_HW 異常值判斷,"['ml100-2', 'ml100-2-d06']",ai_tw,2,6,2019-06-24
0000016A4DF49FC20000009D6375706F795F72656C656173655155455354,Kmeans問題詢問,"['ml100', 'kmeans', 'ml100-d55']",ai_tw,1,92,2019-06-24
0000016A73070EAE000000E16375706F795F72656C656173655155455354,DAY03-1HW怎麼比較出人口數作多的,"['ml100-2', '語法', 'ml100-2-d03']",ai_tw,1,0,2019-06-24
0000016A7400D52E0000012A6375706F795F72656C656173655155455354,Day016: data_test rescaling problem,"['ml100-2', 'test data', 'ml100-2-d16']",ai_tw,1,80,2019-06-24
0000016A7E812B210000020F6375706F795F72656C656173655155455354,DAY 17 HW  解答,"['ml100-2', '資料型態', 'ml100-2-d17']",ai_tw,1,152,2019-06-24
0000016A906958F9000003646375706F795F72656C656173655155455354,Day 22 類別型特徵 - 基礎處理,"['ml100-2', 'ml100-2-d22', '類別型特徵']",ai_tw,1,0,2019-06-24
0000016A961BB627000003C16375706F795F72656C656173655155455354,Day7 範例疑問,"['ml100-2', 'ml100-2-d07']",ai_tw,1,0,2019-06-24
0000016A9CCF90370000001A6375706F795F72656C656173655155455354,d8-1,"['ml100-2', 'ml100-2-d08']",ai_tw,1,47,2019-06-24
0000016A9D3C9CE60000002D6375706F795F72656C656173655155455354,Day 7 範例,"['ml100-2', 'ml100-2-d07']",ai_tw,1,94,2019-06-24
0000016AA018748F000000516375706F795F72656C656173655155455354,詢問Day022問題,"['ml100-2', 'ml100-2-d22']",ai_tw,1,11,2019-06-24
0000016AA53996DD000000A96375706F795F72656C656173655155455354,Day22 講義問題,"['ml100-2', 'ml100-2-d22']",ai_tw,1,55,2019-06-24
0000016AAB540EE4000001026375706F795F72656C656173655155455354,Day 7 用 np.percentile 寫入 DataFrame,"['numpy', 'ml100-2', 'ml100-2-d07']",ai_tw,1,116,2019-06-24
0000016AC4811CB7000001056375706F795F72656C656173655155455354,Day_030_HW 葉編碼相關問題,"['ml100-2', 'ml100-2-d30']",ai_tw,2,14,2019-06-24
0000016ACB967C4B0000014A6375706F795F72656C656173655155455354,Day22 範例,"['ml100-2', 'ml100-2-d22']",ai_tw,1,40,2019-06-24
0000016AD00A2E4B000001796375706F795F72656C656173655155455354,Day_024_HW,"['ml100-2', 'day_024_hw', '雜湊編碼']",ai_tw,1,14,2019-06-24
0000016AD067DA440000017C6375706F795F72656C656173655155455354,Day_030_葉編碼(apply用法),"['ml100-2', 'ml100-2-d30']",ai_tw,1,0,2019-06-24
0000016AD0D0C91E000001836375706F795F72656C656173655155455354,Day30_HW,"['ml100-2', 'ml100-2-d30']",ai_tw,1,101,2019-06-24
0000016AD9F1C8B9000001CD6375706F795F72656C656173655155455354,Day022 範例問題,"['ml100-2-d22', 'ml100-2']",ai_tw,1,34,2019-06-24
0000016AE8B13C6E0000022F6375706F795F72656C656173655155455354,Day022 OneHotEncoder 作法,"['ml100-2-d22', 'ml100-2']",ai_tw,1,27,2019-06-24
0000016AF95169D3000002936375706F795F72656C656173655155455354,D022模型選擇,"['ml100-2', 'ml100-2-d22']",ai_tw,1,38,2019-06-24
0000016AF96BEFCE000002966375706F795F72656C656173655155455354,day-38,"['ml100-2', 'ml100-2-d38']",ai_tw,1,63,2019-06-24
0000016B023F5561000002BE6375706F795F72656C656173655155455354,"Day038 想請問 MSE, Accuracy, cross_val_score 這幾種評估指標的差異","['ml100-2', 'ml100-2-d38']",ai_tw,1,4,2019-06-24
0000016B09A2C30C0000000F6375706F795F72656C656173655155455354,Day 42,"['ml100-2', 'ml100-2-d42']",ai_tw,1,0,2019-06-24
0000016B1823D281000000346375706F795F72656C656173655155455354,D42作業程式碼詢問,"['ml100-2', 'ml100-2-d42']",ai_tw,1,31,2019-06-24
0000016B18A9811A000000396375706F795F72656C656173655155455354,Day42 問題是否可以提供DecisionTreeeRegressor範例,"['ml100-2', 'ml100-2-d42']",ai_tw,1,42,2019-06-24
0000016B3CC02425000000576375706F795F72656C656173655155455354,Day48,"['ml100-2', 'ml100-2-d48']",ai_tw,3,10,2019-06-24
0000016B4BD25523000000CB6375706F795F72656C656173655155455354,SGDClassifier,['ml100-2'],ai_tw,1,51,2019-06-24
0000016B50529A38000000E76375706F795F72656C656173655155455354,Day22 範例OneHotEncoder運算時間比LabelEncoder快？,"['ml100-2-d22', 'onehotencoder', 'labelencoder']",ai_tw,1,42,2019-06-24
0000016B5492301B000000F76375706F795F72656C656173655155455354,D11-D16沒有看到範例解答,['ml100-2'],ai_tw,1,3,2019-06-24
0000016B56C8A9ED000001036375706F795F72656C656173655155455354,day-42,"['ml100-2', 'ml100-2-d42']",ai_tw,1,20,2019-06-24
0000016B5FD8E4550000013E6375706F795F72656C656173655155455354,下載訓練用的資料?,['ml100-2'],ai_tw,1,0,2019-06-24
0000016B6B6B20FF000001726375706F795F72656C656173655155455354,LASSO&Ridge,"['ml100-2', 'ml100-2-d40', 'lasso&ridge']",ai_tw,2,47,2019-06-24
0000016B6DD1A3FB0000017F6375706F795F72656C656173655155455354,D056 投影片輪廓分析的說明矛盾?,"['ml100-2', 'ml100-2-d56']",ai_tw,1,64,2019-06-24
0000016B6FCA34F90000018E6375706F795F72656C656173655155455354,Day 56,"['ml100-2', 'ml100-2-d56']",ai_tw,3,85,2019-06-24
0000016B700ED3D6000001906375706F795F72656C656173655155455354,D56 輪廓分析(Silhouette analysis) 圖如何解讀? 實際價值何在？,"['ml100-2', 'ml100-2-d56']",ai_tw,2,14,2019-06-24
0000016B74FF4A740000000C6375706F795F72656C656173655155455354,Day 59,"['ml100-2', 'ml100-2-d59']",ai_tw,6,459,2019-06-24
0000016B7531467B0000000E6375706F795F72656C656173655155455354,Day 41: 決策樹假設 & 分割條件,"['ml100-2', 'ml100-2-d41']",ai_tw,5,34,2019-06-24
0000016B78FAEB95000000156375706F795F72656C656173655155455354,Axes3d.scatter,"['ml100-2', 'ml100-2-d55']",ai_tw,2,16,2019-06-24
0000016B79F278A5000000176375706F795F72656C656173655155455354,d28程式碼,"['ml100-2', 'ml100-2-d28']",ai_tw,1,5,2019-06-24
0000016B7A9236BE0000001B6375706F795F72656C656173655155455354,Day58 如何判斷2維均勻分布的分群效果?,"['ml100-2', 'ml100-2-d58']",ai_tw,2,37,2019-06-24
0000016B7D4712F50000001C6375706F795F72656C656173655155455354,Boston Classify 找到最佳參數後，Accuracy卻下降?,"['ml100-2', 'ml100-2-d47']",ai_tw,2,38,2019-06-24
0000016B7DF179920000001E6375706F795F72656C656173655155455354,Day_049_Blending,"['ml100-2', 'ml100-2-d49', 'Blending']",ai_tw,1,10,2019-06-24
0000016B7E2C8129000000226375706F795F72656C656173655155455354,PCA問題,['PCA'],ai_tw,1,12,2019-06-24
0000016B7E8104B8000000256375706F795F72656C656173655155455354,GradientBoostingRegressor參數問題,"['ml100-2-d48', 'ml100-2', 'GradientBoostingRegressor']",ai_tw,1,13,2019-06-24
0000016B7F26D976000000276375706F795F72656C656173655155455354,回歸模型好壞的評估,['回歸模型'],ai_tw,7,52,2019-06-24
0000016B7F419728000000286375706F795F72656C656173655155455354,時序性資料如何做 cross validation,['cross validation'],ai_tw,2,39,2019-06-24
0000016B7FC3A16F0000002B6375706F795F72656C656173655155455354,D38 建立線性回歸模型方式和以往不同?,"['ml100-2', 'ml100-2-d38']",ai_tw,3,34,2019-06-24
0000016B8251D3EF000000336375706F795F72656C656173655155455354,程式碼?,"['ml100-2', 'ml100-2-d58']",ai_tw,3,52,2019-06-24
0000016B82883BA1000000386375706F795F72656C656173655155455354,Day58 範例程式碼中的矩陣transformation,"['ml100-2', 'ml100-2-d58']",ai_tw,3,46,2019-06-24
0000016B8357AD130000003E6375706F795F72656C656173655155455354,Day58,"[' 生成', 'ml100-2', 'ml100-2-d58']",ai_tw,1,7,2019-06-24
0000016B837DF08A000000416375706F795F72656C656173655155455354,Day_056_HW,"['day_056_hw', 'silhouette_score', 'ml100-2', 'ml100-2-d56']",ai_tw,6,38,2019-06-24
0000016B83B6D06F000000426375706F795F72656C656173655155455354,Day37,"['ml100-2', 'ml100-2-d37']",ai_tw,2,36,2019-06-24
0000016B87D4AC5E000000506375706F795F72656C656173655155455354,Day87課程頁面顯示異常,"['ml100', 'ml100-d87']",ai_tw,2,23,2019-06-24
0000016B8804551D000000516375706F795F72656C656173655155455354,cross_val_score使用方式,"['ml100-2-d48', 'ml100-2']",ai_tw,3,49,2019-06-24
0000016B8842A90D000000526375706F795F72656C656173655155455354,K-mean,"['ml100-2-d56', 'K-mean']",ai_tw,1,2,2019-06-24
0000016B88BBFEA3000000556375706F795F72656C656173655155455354,D30 到目前為止的一些問題,"['ml100-2-d30', 'ml100-2']",ai_tw,4,67,2019-06-24
0000016B894368FA000000596375706F795F72656C656173655155455354,D62畫圖未顯示？？,"['ml100-2', 'd62', 'ml100-2-d62']",ai_tw,7,166,2019-06-24
0000016B89BAE540000000636375706F795F72656C656173655155455354,D60 example & HW 圖顯示不出,"['ml100-2', 'ml100-2-d60']",ai_tw,2,319,2019-06-24
000001663EA4E538000000256375706F795F70726572656C656173655F696F7372765155455354,人工神經網絡有哪些常用的激活函數？,['empty'],ai_tw,1,3,2019-06-25
00000167FA71C5290000005C6375706F795F72656C656173655155455354,openCV似乎不能直接讀網路圖片?,"['ml100', 'opencv', 'ml100-d03']",ai_tw,1,4,2019-06-25
00000167FE371DD2000000736375706F795F72656C656173655155455354,"下列程式的切分方式, 是否與這段敘述的要求不同?","['ml100', 'faq', '教材內容', 'ml100-d08']",ai_tw,1,6,2019-06-25
0000016A1FD8E2170000003C6375706F795F72656C656173655155455354,DAY03作業2問題,"['ml100-2', 'ml100-2-d03']",ai_tw,1,5,2019-06-25
0000016A47ECB7C5000005EA6375706F795F72656C656173655155455354,github問題,"['ml100-2', 'faq', 'github']",ai_tw,1,2,2019-06-25
0000016A546EA5F30000009B6375706F795F72656C656173655155455354,D10 homework,"['ml100-2', 'pandas', 'sort_index()', 'sort_values()', 'ml100-2-d10']",ai_tw,1,909,2019-06-25
0000016A59BF6EB8000001416375706F795F72656C656173655155455354,Day8 明明已經複製教學的程式碼還是出錯,"['ml100-2', 'groupby', '語法', 'ml100-2-d08']",ai_tw,1,34,2019-06-25
0000016A737EF578000000F86375706F795F72656C656173655155455354,如何分開dataframe中同一個欄位內的時間資料？,"['dataframe', 'split']",ai_tw,1,301,2019-06-25
0000016A9F90FDCC0000003F6375706F795F72656C656173655155455354,Python warning error,"['ml100-2', 'ml100-2-d24']",ai_tw,1,0,2019-06-25
0000016AA04F1FDD000000556375706F795F72656C656173655155455354,Day24_HW 將範例中Ticket_Count改成Cabin_Count後無法執行,"['ml100-2', 'ml100-2-d24']",ai_tw,1,8,2019-06-25
0000016AA2902A930000008B6375706F795F72656C656173655155455354,HW21 ANS疑問,"['ml100-2', 'ml100-2-d21']",ai_tw,1,80,2019-06-25
0000016AA4AA7FF90000009B6375706F795F72656C656173655155455354,Day24 計數編碼提問,"['merge', 'ml100-2', 'ml100-2-d24']",ai_tw,1,247,2019-06-25
0000016AA60DCAF9000000BE6375706F795F72656C656173655155455354,新建問題,['ml100-2'],ai_tw,1,33,2019-06-25
0000016AA7334E78000000CF6375706F795F72656C656173655155455354,HW6中讀取CSV檔的編碼問題,"['ml100-2', 'ml100-2-d06']",ai_tw,1,0,2019-06-25
0000016AA740DDD7000000D66375706F795F72656C656173655155455354,Day 24 看不懂特徵雜湊的說明跟程式碼中hash指令的關聯,"['ml100-2', 'ml100-2-d24']",ai_tw,1,6,2019-06-25
0000016AA77E1C96000000DC6375706F795F72656C656173655155455354,Day10 HW,"['ml100-2', 'ml100-2-d10']",ai_tw,1,34,2019-06-25
0000016AB04E33E7000000166375706F795F72656C656173655155455354,day024:  Cabin=  None是否需要額外處理,"['ml100-2', 'ml100-2-d24']",ai_tw,1,82,2019-06-25
0000016ABA9501E60000009F6375706F795F72656C656173655155455354,Day24範例疑問,"['ml100-2', 'ml100-2-d24']",ai_tw,1,7,2019-06-25
0000016ABAD74FC0000000A46375706F795F72656C656173655155455354,D28程式碼範例詢問,"['ml100-2', 'ml100-2-d28']",ai_tw,3,627,2019-06-25
0000016AC49AD5A5000001066375706F795F72656C656173655155455354,Day029問題,"['ml100-2', 'ml100-2-d29']",ai_tw,1,52,2019-06-25
0000016AC4CDE3B4000001086375706F795F72656C656173655155455354,d29程式碼詢問,"['ml100-2', 'ml100-2-d29']",ai_tw,1,10,2019-06-25
0000016AC8150CC1000001206375706F795F72656C656173655155455354,HW29 : GradientBoostingRegressor 與 GradientBoostingClassifier的差異,"['gradientboostingregressor', 'ml100-2', 'ml100-2-d29']",ai_tw,1,11,2019-06-25
0000016AC94B3AD60000012B6375706F795F72656C656173655155455354,Day29HW 第二題,"['ml100-2', 'ml100-2-d29']",ai_tw,1,14,2019-06-25
0000016AC94EF4D50000012C6375706F795F72656C656173655155455354,Day21,"['ml100-2', 'ml100-2-d21']",ai_tw,1,4,2019-06-25
0000016ACACC5B39000001436375706F795F72656C656173655155455354,Day21 HW,"['ml100-2', 'ml100-2-d21']",ai_tw,1,338,2019-06-25
0000016ACBB6B5CF0000014D6375706F795F72656C656173655155455354,請問Day 28中提到的共線性是什麼意思呢?,"['ml100-2', 'ml100-2-d28']",ai_tw,1,11,2019-06-25
0000016ACC474BB4000001566375706F795F72656C656173655155455354,Day29範例問題-重要性高低排序,"['ml100-2', 'ml100-2-d29']",ai_tw,1,292,2019-06-25
0000016ACDEEED890000015E6375706F795F72656C656173655155455354,Day29_HW,"['ml100-2', 'ml100-2-d29']",ai_tw,1,11,2019-06-25
0000016ACF878354000001726375706F795F72656C656173655155455354,Day24 範例,"['ml100-2', 'ml100-2-d24']",ai_tw,2,64,2019-06-25
0000016ACF8D11A0000001746375706F795F72656C656173655155455354,Day24 Feature Hashing,"['ml100-2', 'ml100-2-d24']",ai_tw,2,36,2019-06-25
0000016ACFA0D728000001766375706F795F72656C656173655155455354,Day24 ＨＷ,"['ml100-2', 'ml100-2-d24']",ai_tw,3,56,2019-06-25
0000016AD0F1D9E8000001896375706F795F72656C656173655155455354,Day029_HW 梯度提升樹擬合的結果,"['ml100-2', 'ml100-2-d29']",ai_tw,1,6,2019-06-25
0000016AD0F2786F0000018A6375706F795F72656C656173655155455354,Day24 HW,"['ml100-2', 'ml100-2-d24']",ai_tw,1,22,2019-06-25
0000016AD34FA13E000001946375706F795F72656C656173655155455354,Day29 特徵重要性的選取?,"['ml100-2-d29', 'ml100-2']",ai_tw,2,24,2019-06-25
0000016AD812C2B6000001C06375706F795F72656C656173655155455354,Day029的幾個疑問,"['ml100-2', 'ml100-2-d29']",ai_tw,1,89,2019-06-25
0000016ADEF4A763000001EE6375706F795F72656C656173655155455354,D6  看過前面問答但還是不太懂 dtype_select = [ ],"['ml100-2-d06', 'ml100-2']",ai_tw,1,0,2019-06-25
0000016ADF701958000001F06375706F795F72656C656173655155455354,Day24 範例,"['ml100-2', 'ml100-2-d24']",ai_tw,1,19,2019-06-25
0000016AE2CDEC55000002056375706F795F72656C656173655155455354,DAY21 boxcox 處理負值方式,"['ml100-2-d21', 'ml100-2']",ai_tw,1,0,2019-06-25
0000016AE58477D90000021E6375706F795F72656C656173655155455354,D35_HW,"['ml100-2', 'ml100-2-d35']",ai_tw,1,17,2019-06-25
0000016AE9219465000002336375706F795F72656C656173655155455354,Day 37  Logistic Regression問題,"['ml100-2', 'ml100-2-d37']",ai_tw,1,32,2019-06-25
0000016AE925ABD4000002346375706F795F72656C656173655155455354,Day24 特徵雜湊編碼疑問,"['ml100-2', 'ml100-2-d24']",ai_tw,1,20,2019-06-25
0000016AEAC800630000023C6375706F795F72656C656173655155455354,Day 029 作業,"['ml100-2', 'ml100-2-d29']",ai_tw,2,375,2019-06-25
0000016AF4C7523D0000027E6375706F795F72656C656173655155455354,HW 038 _Wine Mulit Logistic Regression,"['ml100-2', 'ml100-2-d38']",ai_tw,1,0,2019-06-25
0000016AF96BEFCE000002966375706F795F72656C656173655155455354,day-38,"['ml100-2', 'ml100-2-d38']",ai_tw,3,1554,2019-06-25
0000016B023F5561000002BE6375706F795F72656C656173655155455354,"Day038 想請問 MSE, Accuracy, cross_val_score 這幾種評估指標的差異","['ml100-2', 'ml100-2-d38']",ai_tw,1,608,2019-06-25
0000016B2D579A9D000000176375706F795F72656C656173655155455354,Day48 請問Kaggle的Public set跟Private set的差異是什麼?,"['day48', 'ml100-2-d48']",ai_tw,1,21,2019-06-25
0000016B3493E570000000366375706F795F72656C656173655155455354,Day48 : 請問trainLabels.csv只有999筆Row 但train.csv有1000筆Row,"['day48', 'ml100-2-d48']",ai_tw,1,14,2019-06-25
0000016B36131487000000426375706F795F72656C656173655155455354,D48 assignment,"['ml100-2', 'ml100-2-d48']",ai_tw,1,23,2019-06-25
0000016B3CC02425000000576375706F795F72656C656173655155455354,Day48,"['ml100-2', 'ml100-2-d48']",ai_tw,1,429,2019-06-25
0000016B4AD805F4000000C66375706F795F72656C656173655155455354,補值使用眾數,['ml100-2-d19'],ai_tw,1,1156,2019-06-25
0000016B5492301B000000F76375706F795F72656C656173655155455354,D11-D16沒有看到範例解答,['ml100-2'],ai_tw,1,3,2019-06-25
0000016B59DAF95F000001106375706F795F72656C656173655155455354,Day 24 HW 趕進度中 對於取Hash的時候 資料的index一直發生問題,"['ml100-2-d24', 'ml100-2']",ai_tw,1,26,2019-06-25
0000016B5E4C926F0000012C6375706F795F72656C656173655155455354,請問 期中考 Baseline Kernel 裡的 check_model 程式解說?,"['期中考', 'Baseline']",ai_tw,1,21,2019-06-25
0000016B65BCB1E8000001606375706F795F72656C656173655155455354,D028 語法問題,"['ml100-2', 'ml100-2-d28']",ai_tw,1,119,2019-06-25
0000016B6DD1A3FB0000017F6375706F795F72656C656173655155455354,D056 投影片輪廓分析的說明矛盾?,"['ml100-2', 'ml100-2-d56']",ai_tw,2,200,2019-06-25
0000016B6E64931E000001816375706F795F72656C656173655155455354,D55_ground truth,"['ml100-2', 'ml100-2-d55']",ai_tw,2,82,2019-06-25
0000016B6F704AF20000018A6375706F795F72656C656173655155455354,d27,"['ml100-2', 'ml100-2-d27']",ai_tw,1,305,2019-06-25
0000016B6FCA34F90000018E6375706F795F72656C656173655155455354,Day 56,"['ml100-2', 'ml100-2-d56']",ai_tw,1,50,2019-06-25
0000016B700ED3D6000001906375706F795F72656C656173655155455354,D56 輪廓分析(Silhouette analysis) 圖如何解讀? 實際價值何在？,"['ml100-2', 'ml100-2-d56']",ai_tw,3,1911,2019-06-25
0000016B73B8FDA4000000056375706F795F72656C656173655155455354,d49,"['ml100-2-d49', 'ml100-2']",ai_tw,2,16,2019-06-25
0000016B74FF4A740000000C6375706F795F72656C656173655155455354,Day 59,"['ml100-2', 'ml100-2-d59']",ai_tw,2,37,2019-06-25
0000016B7531467B0000000E6375706F795F72656C656173655155455354,Day 41: 決策樹假設 & 分割條件,"['ml100-2', 'ml100-2-d41']",ai_tw,1,70,2019-06-25
0000016B78FAEB95000000156375706F795F72656C656173655155455354,Axes3d.scatter,"['ml100-2', 'ml100-2-d55']",ai_tw,1,7,2019-06-25
0000016B79F278A5000000176375706F795F72656C656173655155455354,d28程式碼,"['ml100-2', 'ml100-2-d28']",ai_tw,2,21,2019-06-25
0000016B7A9236BE0000001B6375706F795F72656C656173655155455354,Day58 如何判斷2維均勻分布的分群效果?,"['ml100-2', 'ml100-2-d58']",ai_tw,2,10,2019-06-25
0000016B7D4712F50000001C6375706F795F72656C656173655155455354,Boston Classify 找到最佳參數後，Accuracy卻下降?,"['ml100-2', 'ml100-2-d47']",ai_tw,2,25,2019-06-25
0000016B7DF179920000001E6375706F795F72656C656173655155455354,Day_049_Blending,"['ml100-2', 'ml100-2-d49', 'Blending']",ai_tw,3,11,2019-06-25
0000016B7E2C8129000000226375706F795F72656C656173655155455354,PCA問題,['PCA'],ai_tw,3,29,2019-06-25
0000016B7E8104B8000000256375706F795F72656C656173655155455354,GradientBoostingRegressor參數問題,"['ml100-2-d48', 'ml100-2', 'GradientBoostingRegressor']",ai_tw,2,15,2019-06-25
0000016B7F26D976000000276375706F795F72656C656173655155455354,回歸模型好壞的評估,['回歸模型'],ai_tw,5,86,2019-06-25
0000016B7F419728000000286375706F795F72656C656173655155455354,時序性資料如何做 cross validation,['cross validation'],ai_tw,5,65,2019-06-25
0000016B7FC3A16F0000002B6375706F795F72656C656173655155455354,D38 建立線性回歸模型方式和以往不同?,"['ml100-2', 'ml100-2-d38']",ai_tw,4,29,2019-06-25
0000016B8251D3EF000000336375706F795F72656C656173655155455354,程式碼?,"['ml100-2', 'ml100-2-d58']",ai_tw,3,30,2019-06-25
0000016B82883BA1000000386375706F795F72656C656173655155455354,Day58 範例程式碼中的矩陣transformation,"['ml100-2', 'ml100-2-d58']",ai_tw,2,12,2019-06-25
0000016B831C36D50000003B6375706F795F72656C656173655155455354,D55,"['ml100-2', 'ml100-2-d55']",ai_tw,1,6,2019-06-25
0000016B8357AD130000003E6375706F795F72656C656173655155455354,Day58,"[' 生成', 'ml100-2', 'ml100-2-d58']",ai_tw,2,10,2019-06-25
0000016B837DF08A000000416375706F795F72656C656173655155455354,Day_056_HW,"['day_056_hw', 'silhouette_score', 'ml100-2', 'ml100-2-d56']",ai_tw,2,8,2019-06-25
0000016B83B6D06F000000426375706F795F72656C656173655155455354,Day37,"['ml100-2', 'ml100-2-d37']",ai_tw,2,25,2019-06-25
0000016B87D4AC5E000000506375706F795F72656C656173655155455354,Day87課程頁面顯示異常,"['ml100', 'ml100-d87']",ai_tw,5,420,2019-06-25
0000016B8804551D000000516375706F795F72656C656173655155455354,cross_val_score使用方式,"['ml100-2-d48', 'ml100-2']",ai_tw,4,101,2019-06-25
0000016B8842A90D000000526375706F795F72656C656173655155455354,K-mean,"['ml100-2-d56', 'K-mean']",ai_tw,3,278,2019-06-25
0000016B88BBFEA3000000556375706F795F72656C656173655155455354,D30 到目前為止的一些問題,"['ml100-2-d30', 'ml100-2']",ai_tw,10,153,2019-06-25
0000016B894368FA000000596375706F795F72656C656173655155455354,D62畫圖未顯示？？,"['ml100-2', 'd62', 'ml100-2-d62']",ai_tw,8,66,2019-06-25
0000016B89BAE540000000636375706F795F72656C656173655155455354,D60 example & HW 圖顯示不出,"['ml100-2', 'ml100-2-d60']",ai_tw,19,404,2019-06-25
0000016B8A716DE10000006F6375706F795F72656C656173655155455354,D61_課堂練習_圖片解釋,"['ml100-2', 'ml100-2-d61']",ai_tw,8,123,2019-06-25
